place,beer,usr,date,rating,style,s_name
203,2564,489156,2013-07-09,3.75,154,The Tanner's Jack
203,2564,739156,2013-07-08,3.0,154,The Tanner's Jack
203,2564,36061,2013-05-16,3.0,154,The Tanner's Jack
203,2564,719112,2013-04-03,3.5,154,The Tanner's Jack
203,2564,704020,2013-02-18,2.0,154,The Tanner's Jack
203,2564,439438,2013-01-31,3.26,154,The Tanner's Jack
203,2564,196520,2013-01-29,3.75,154,The Tanner's Jack
203,2564,706581,2013-01-16,5.0,154,The Tanner's Jack
203,2564,706831,2013-01-04,3.5,154,The Tanner's Jack
203,2564,281184,2012-12-27,4.0,154,The Tanner's Jack
7944,45730,486367,2013-09-03,2.75,47,Pickled Santa
7944,45730,749268,2013-08-27,4.0,47,Pickled Santa
7944,45730,711749,2013-07-31,3.5,47,Pickled Santa
7944,45730,731672,2013-07-01,3.25,47,Pickled Santa
7944,45730,453518,2013-06-26,3.0,47,Pickled Santa
7944,45730,585360,2013-03-09,3.5,47,Pickled Santa
7944,45730,674144,2013-03-02,3.5,47,Pickled Santa
7944,45730,706831,2013-01-12,3.25,47,Pickled Santa
7944,45730,657368,2013-01-07,3.75,47,Pickled Santa
7944,45730,135508,2012-12-31,3.41,47,Pickled Santa
7944,45730,27421,2012-12-30,3.08,47,Pickled Santa
7944,45730,197138,2012-12-20,3.75,47,Pickled Santa
7944,45730,708041,2012-12-16,3.0,47,Pickled Santa
7944,45730,674065,2012-12-02,3.0,47,Pickled Santa
7944,45730,48530,2012-11-27,2.5,47,Pickled Santa
7944,45730,700592,2012-10-25,4.5,47,Pickled Santa
7944,45730,566415,2012-09-08,2.47,47,Pickled Santa
7944,45730,422258,2012-06-02,4.0,47,Pickled Santa
7944,45730,622162,2012-04-25,2.25,47,Pickled Santa
7944,45730,665238,2012-03-16,3.75,47,Pickled Santa
7944,45730,365119,2012-03-15,3.75,47,Pickled Santa
7944,45730,199175,2012-03-15,3.38,47,Pickled Santa
7944,45730,624076,2012-03-09,3.5,47,Pickled Santa
7944,45730,487361,2012-03-05,3.27,47,Pickled Santa
7944,45730,229599,2012-02-11,3.04,47,Pickled Santa
7944,45730,557214,2018-07-27,3.52,47,Pickled Santa
7944,45730,411605,2018-04-10,3.42,47,Pickled Santa
7944,45730,413924,2017-12-22,3.29,47,Pickled Santa
7944,45730,215811,2017-12-13,3.84,47,Pickled Santa
7944,45730,364,2016-02-27,3.21,47,Pickled Santa
7944,45730,905400,2015-12-30,3.58,47,Pickled Santa
7944,45730,456300,2015-09-12,3.58,47,Pickled Santa
7944,45730,545285,2015-07-22,3.75,47,Pickled Santa
7944,45730,53359,2015-04-26,3.62,47,Pickled Santa
7944,45730,695552,2015-01-20,3.2,47,Pickled Santa
7944,45730,114341,2014-12-21,3.0,47,Pickled Santa
7944,45730,863897,2014-12-08,3.0,47,Pickled Santa
7944,45730,318621,2014-11-11,4.0,47,Pickled Santa
7944,45730,861743,2014-09-15,2.0,47,Pickled Santa
7944,45730,109040,2014-09-05,3.0,47,Pickled Santa
7944,45730,707714,2014-09-01,3.5,47,Pickled Santa
7944,45730,539880,2014-08-06,3.5,47,Pickled Santa
7944,45730,237852,2014-01-16,3.23,47,Pickled Santa
7944,45730,727594,2014-01-02,3.5,47,Pickled Santa
7944,45730,729566,2013-12-31,2.75,47,Pickled Santa
7944,45730,19405,2013-12-28,2.5,47,Pickled Santa
7944,45730,690547,2013-12-24,3.5,47,Pickled Santa
7944,45730,693232,2013-12-20,3.5,47,Pickled Santa
7944,45730,596286,2013-11-12,3.44,47,Pickled Santa
7944,45730,844,2013-10-22,4.25,47,Pickled Santa
7944,58518,711749,2013-07-31,3.5,154,Reindeer Droppings
7944,58518,452248,2013-07-10,3.0,154,Reindeer Droppings
7944,58518,135508,2012-12-31,2.6,154,Reindeer Droppings
7944,58518,693850,2012-12-26,3.5,154,Reindeer Droppings
7944,58518,658502,2012-12-21,4.0,154,Reindeer Droppings
7944,58518,14442,2012-12-21,3.88,154,Reindeer Droppings
7944,58518,95017,2012-12-19,3.45,154,Reindeer Droppings
7944,58518,566415,2012-09-07,3.03,154,Reindeer Droppings
7944,58518,84,2012-01-18,3.36,154,Reindeer Droppings
7944,58518,39034,2012-01-15,3.0,154,Reindeer Droppings
7944,58518,144433,2011-12-26,3.0,154,Reindeer Droppings
7944,58518,63854,2011-12-18,3.5,154,Reindeer Droppings
7944,58518,304205,2011-12-15,3.24,154,Reindeer Droppings
7944,58518,552055,2011-12-05,4.0,154,Reindeer Droppings
7944,58518,334743,2011-12-01,3.0,154,Reindeer Droppings
7944,58518,4217,2011-11-13,2.88,154,Reindeer Droppings
7944,58518,4151,2011-11-06,3.55,154,Reindeer Droppings
7944,58518,775,2011-11-05,4.1,154,Reindeer Droppings
7944,58518,163147,2011-10-27,3.63,154,Reindeer Droppings
7944,58518,233642,2011-04-01,3.58,154,Reindeer Droppings
7944,58518,332060,2011-02-03,3.29,154,Reindeer Droppings
7944,58518,322390,2010-12-25,2.78,154,Reindeer Droppings
7944,58518,186652,2010-12-21,3.38,154,Reindeer Droppings
7944,58518,234141,2010-12-04,3.52,154,Reindeer Droppings
7944,58518,4440,2010-11-28,3.83,154,Reindeer Droppings
7944,58518,760280,2017-12-28,3.69,154,Reindeer Droppings
7944,58518,686537,2017-12-17,3.51,154,Reindeer Droppings
7944,58518,241704,2016-12-18,4.0,154,Reindeer Droppings
7944,58518,757498,2016-07-18,3.82,154,Reindeer Droppings
7944,58518,786683,2016-01-01,3.31,154,Reindeer Droppings
7944,58518,695552,2015-12-30,3.6,154,Reindeer Droppings
7944,58518,439438,2015-12-01,3.13,154,Reindeer Droppings
7944,58518,545285,2015-07-22,4.0,154,Reindeer Droppings
7944,58518,587717,2015-03-18,3.0,154,Reindeer Droppings
7944,58518,313495,2015-01-25,3.39,154,Reindeer Droppings
7944,58518,427801,2015-01-19,2.67,154,Reindeer Droppings
7944,58518,746144,2014-12-31,4.25,154,Reindeer Droppings
7944,58518,642916,2014-12-29,3.38,154,Reindeer Droppings
7944,58518,560899,2014-11-21,3.0,154,Reindeer Droppings
7944,58518,522501,2014-11-15,3.43,154,Reindeer Droppings
7944,58518,318621,2014-11-11,4.0,154,Reindeer Droppings
7944,58518,707714,2014-08-27,2.5,154,Reindeer Droppings
7944,58518,830700,2014-08-03,3.0,154,Reindeer Droppings
7944,58518,371527,2014-01-31,3.5,154,Reindeer Droppings
7944,58518,134156,2014-01-28,3.25,154,Reindeer Droppings
7944,58518,711493,2014-01-16,3.25,154,Reindeer Droppings
7944,58518,694554,2013-12-09,3.71,154,Reindeer Droppings
7944,58518,674144,2013-12-05,3.25,154,Reindeer Droppings
7944,58518,65585,2013-09-28,3.5,154,Reindeer Droppings
7944,58518,749268,2013-08-27,3.75,154,Reindeer Droppings
7944,39625,563511,2015-03-02,3.04,165,Reindeer's Revolt
7944,39625,729337,2015-02-08,2.84,165,Reindeer's Revolt
7944,39625,674265,2015-02-05,4.0,165,Reindeer's Revolt
7944,39625,291632,2015-01-18,3.24,165,Reindeer's Revolt
7944,39625,557214,2015-01-13,3.53,165,Reindeer's Revolt
7944,39625,548037,2015-01-12,3.09,165,Reindeer's Revolt
7944,39625,54087,2015-01-11,2.83,165,Reindeer's Revolt
7944,39625,674144,2015-01-10,3.29,165,Reindeer's Revolt
7944,39625,828469,2015-01-06,3.37,165,Reindeer's Revolt
7944,39625,905423,2014-12-26,3.17,165,Reindeer's Revolt
7944,39625,900208,2014-12-09,2.0,165,Reindeer's Revolt
7944,39625,863897,2014-12-08,3.0,165,Reindeer's Revolt
7944,39625,48993,2014-11-30,2.0,165,Reindeer's Revolt
7944,39625,767116,2014-11-14,3.75,165,Reindeer's Revolt
7944,39625,318621,2014-11-11,3.75,165,Reindeer's Revolt
7944,39625,161331,2014-10-09,3.0,165,Reindeer's Revolt
7944,39625,830700,2014-08-03,3.0,165,Reindeer's Revolt
7944,39625,653719,2014-07-25,2.0,165,Reindeer's Revolt
7944,39625,728906,2014-07-14,3.5,165,Reindeer's Revolt
7944,39625,572853,2014-06-08,3.0,165,Reindeer's Revolt
7944,39625,539880,2014-05-22,3.5,165,Reindeer's Revolt
7944,39625,771132,2014-05-19,4.0,165,Reindeer's Revolt
7944,39625,778537,2014-03-02,3.75,165,Reindeer's Revolt
7944,39625,371527,2014-01-31,3.25,165,Reindeer's Revolt
7944,39625,349304,2014-01-10,2.63,165,Reindeer's Revolt
7944,39625,1237982,2018-05-23,2.04,165,Reindeer's Revolt
7944,39625,456300,2018-01-20,3.78,165,Reindeer's Revolt
7944,39625,981264,2018-01-16,2.66,165,Reindeer's Revolt
7944,39625,1222909,2018-01-03,1.5,165,Reindeer's Revolt
7944,39625,803117,2018-01-01,3.0,165,Reindeer's Revolt
7944,39625,764726,2017-12-29,4.0,165,Reindeer's Revolt
7944,39625,1042574,2017-12-26,3.23,165,Reindeer's Revolt
7944,39625,120569,2017-12-22,2.38,165,Reindeer's Revolt
7944,39625,1017886,2016-12-27,3.44,165,Reindeer's Revolt
7944,39625,437141,2016-12-09,3.38,165,Reindeer's Revolt
7944,39625,1026547,2016-11-26,2.9,165,Reindeer's Revolt
7944,39625,757498,2016-08-05,3.48,165,Reindeer's Revolt
7944,39625,446214,2016-02-16,3.32,165,Reindeer's Revolt
7944,39625,656814,2016-02-04,3.61,165,Reindeer's Revolt
7944,39625,786683,2015-12-31,3.36,165,Reindeer's Revolt
7944,39625,725212,2015-12-29,3.15,165,Reindeer's Revolt
7944,39625,695854,2015-12-28,3.1,165,Reindeer's Revolt
7944,39625,932174,2015-12-13,3.92,165,Reindeer's Revolt
7944,39625,439438,2015-11-29,3.38,165,Reindeer's Revolt
7944,39625,545285,2015-07-22,4.0,165,Reindeer's Revolt
7944,39625,586336,2015-05-10,2.83,165,Reindeer's Revolt
7944,39625,165821,2015-05-10,3.02,165,Reindeer's Revolt
7944,39625,747587,2015-04-12,3.51,165,Reindeer's Revolt
7944,39625,49467,2015-03-29,2.3,165,Reindeer's Revolt
7944,39625,681116,2015-03-04,3.38,165,Reindeer's Revolt
7944,26887,439438,2015-11-29,3.28,165,Seriously Bad Elf
7944,26887,545285,2015-07-22,4.0,165,Seriously Bad Elf
7944,26887,790043,2015-04-10,3.71,165,Seriously Bad Elf
7944,26887,164758,2015-02-28,2.8,165,Seriously Bad Elf
7944,26887,884520,2015-02-10,3.32,165,Seriously Bad Elf
7944,26887,291632,2015-01-08,3.02,165,Seriously Bad Elf
7944,26887,795165,2014-12-27,3.2,165,Seriously Bad Elf
7944,26887,557066,2014-12-19,3.33,165,Seriously Bad Elf
7944,26887,676181,2014-12-19,3.1,165,Seriously Bad Elf
7944,26887,560899,2014-11-21,3.0,165,Seriously Bad Elf
7944,26887,839074,2014-11-17,3.5,165,Seriously Bad Elf
7944,26887,767116,2014-11-14,3.54,165,Seriously Bad Elf
7944,26887,161331,2014-10-09,3.0,165,Seriously Bad Elf
7944,26887,830700,2014-08-03,4.0,165,Seriously Bad Elf
7944,26887,692351,2014-06-06,3.0,165,Seriously Bad Elf
7944,26887,539880,2014-05-22,3.5,165,Seriously Bad Elf
7944,26887,744220,2014-04-03,3.5,165,Seriously Bad Elf
7944,26887,48530,2014-03-20,2.5,165,Seriously Bad Elf
7944,26887,776671,2014-02-11,3.0,165,Seriously Bad Elf
7944,26887,41976,2014-01-18,2.0,165,Seriously Bad Elf
7944,26887,730248,2014-01-11,3.5,165,Seriously Bad Elf
7944,26887,65585,2013-12-26,3.25,165,Seriously Bad Elf
7944,26887,241704,2013-12-08,3.66,165,Seriously Bad Elf
7944,26887,709879,2013-11-10,3.75,165,Seriously Bad Elf
7944,26887,321740,2013-10-08,3.75,165,Seriously Bad Elf
7944,26887,325640,,4.01,165,Seriously Bad Elf
7944,26887,916901,2018-04-08,2.94,165,Seriously Bad Elf
7944,26887,604237,2018-01-08,1.14,165,Seriously Bad Elf
7944,26887,1222909,2018-01-03,3.0,165,Seriously Bad Elf
7944,26887,839463,2018-01-03,3.86,165,Seriously Bad Elf
7944,26887,999410,2017-12-25,3.5,165,Seriously Bad Elf
7944,26887,697017,2017-11-22,3.65,165,Seriously Bad Elf
7944,26887,768268,2017-11-21,3.03,165,Seriously Bad Elf
7944,26887,640208,2017-10-24,5.0,165,Seriously Bad Elf
7944,26887,706522,2016-12-22,3.89,165,Seriously Bad Elf
7944,26887,349304,2016-12-17,2.9,165,Seriously Bad Elf
7944,26887,1000124,2016-08-27,3.0,165,Seriously Bad Elf
7944,26887,1162554,2016-07-27,3.57,165,Seriously Bad Elf
7944,26887,528553,2016-07-21,2.0,165,Seriously Bad Elf
7944,26887,4308,2016-05-08,3.45,165,Seriously Bad Elf
7944,26887,993898,2016-05-06,3.31,165,Seriously Bad Elf
7944,26887,834481,2016-04-12,3.27,165,Seriously Bad Elf
7944,26887,770773,2016-01-13,3.1,165,Seriously Bad Elf
7944,26887,746144,2016-01-11,3.78,165,Seriously Bad Elf
7944,26887,677760,2016-01-09,2.44,165,Seriously Bad Elf
7944,26887,451922,2016-01-04,3.75,165,Seriously Bad Elf
7944,26887,796767,2015-12-25,3.23,165,Seriously Bad Elf
7944,26887,536693,2015-12-18,3.03,165,Seriously Bad Elf
7944,26887,746968,2015-12-13,3.94,165,Seriously Bad Elf
7944,26887,456300,2015-12-08,3.41,165,Seriously Bad Elf
7944,20789,790043,2016-05-21,3.71,154,Very Bad Elf Special Reserve Ale
7944,20789,764726,2016-05-05,3.5,154,Very Bad Elf Special Reserve Ale
7944,20789,834481,2016-04-12,3.53,154,Very Bad Elf Special Reserve Ale
7944,20789,916901,2016-04-09,3.75,154,Very Bad Elf Special Reserve Ale
7944,20789,764778,2016-02-15,2.13,154,Very Bad Elf Special Reserve Ale
7944,20789,882815,2016-02-10,3.35,154,Very Bad Elf Special Reserve Ale
7944,20789,1071668,2016-01-14,3.93,154,Very Bad Elf Special Reserve Ale
7944,20789,659902,2016-01-07,2.93,154,Very Bad Elf Special Reserve Ale
7944,20789,1091757,2016-01-07,3.75,154,Very Bad Elf Special Reserve Ale
7944,20789,993067,2016-01-06,3.46,154,Very Bad Elf Special Reserve Ale
7944,20789,853358,2015-12-31,3.44,154,Very Bad Elf Special Reserve Ale
7944,20789,695854,2015-12-28,3.59,154,Very Bad Elf Special Reserve Ale
7944,20789,672399,2015-12-26,3.36,154,Very Bad Elf Special Reserve Ale
7944,20789,325640,2015-12-25,4.0,154,Very Bad Elf Special Reserve Ale
7944,20789,802769,2015-12-24,2.82,154,Very Bad Elf Special Reserve Ale
7944,20789,536693,2015-12-18,2.75,154,Very Bad Elf Special Reserve Ale
7944,20789,511963,2015-12-12,3.75,154,Very Bad Elf Special Reserve Ale
7944,20789,992709,2015-12-06,3.75,154,Very Bad Elf Special Reserve Ale
7944,20789,942655,2015-11-29,3.74,154,Very Bad Elf Special Reserve Ale
7944,20789,972421,2015-11-26,3.2,154,Very Bad Elf Special Reserve Ale
7944,20789,813531,2015-11-21,3.59,154,Very Bad Elf Special Reserve Ale
7944,20789,456300,2015-09-19,3.48,154,Very Bad Elf Special Reserve Ale
7944,20789,545285,2015-07-22,4.25,154,Very Bad Elf Special Reserve Ale
7944,20789,279958,2015-06-22,2.97,154,Very Bad Elf Special Reserve Ale
7944,20789,578607,2015-06-04,3.52,154,Very Bad Elf Special Reserve Ale
7944,20789,1212024,2018-02-28,3.68,154,Very Bad Elf Special Reserve Ale
7944,20789,1020960,2018-01-06,3.49,154,Very Bad Elf Special Reserve Ale
7944,20789,615028,2018-01-04,3.4,154,Very Bad Elf Special Reserve Ale
7944,20789,1222909,2018-01-03,3.5,154,Very Bad Elf Special Reserve Ale
7944,20789,36925,2018-01-01,4.01,154,Very Bad Elf Special Reserve Ale
7944,20789,125415,2017-12-27,3.32,154,Very Bad Elf Special Reserve Ale
7944,20789,551856,2017-12-26,3.35,154,Very Bad Elf Special Reserve Ale
7944,20789,707248,2017-12-25,3.86,154,Very Bad Elf Special Reserve Ale
7944,20789,921964,2017-12-24,3.35,154,Very Bad Elf Special Reserve Ale
7944,20789,268866,2017-12-18,3.25,154,Very Bad Elf Special Reserve Ale
7944,20789,1178027,2017-11-30,3.95,154,Very Bad Elf Special Reserve Ale
7944,20789,698062,2017-11-29,3.67,154,Very Bad Elf Special Reserve Ale
7944,20789,673685,2017-11-19,3.69,154,Very Bad Elf Special Reserve Ale
7944,20789,697017,2017-11-19,3.5,154,Very Bad Elf Special Reserve Ale
7944,20789,640208,2017-10-24,5.0,154,Very Bad Elf Special Reserve Ale
7944,20789,5708,2017-07-30,3.67,154,Very Bad Elf Special Reserve Ale
7944,20789,780981,2017-06-10,3.5,154,Very Bad Elf Special Reserve Ale
7944,20789,527236,2017-06-10,3.5,154,Very Bad Elf Special Reserve Ale
7944,20789,929812,2017-05-14,3.33,154,Very Bad Elf Special Reserve Ale
7944,20789,435413,2017-02-11,3.63,154,Very Bad Elf Special Reserve Ale
7944,20789,68995,2017-01-20,3.58,154,Very Bad Elf Special Reserve Ale
7944,20789,947934,2016-12-13,3.25,154,Very Bad Elf Special Reserve Ale
7944,20789,583445,2016-11-23,3.6,154,Very Bad Elf Special Reserve Ale
7944,20789,1162554,2016-07-30,3.6,154,Very Bad Elf Special Reserve Ale
7944,20789,528553,2016-07-21,3.0,154,Very Bad Elf Special Reserve Ale
7944,26935,349304,2014-01-15,3.23,74,Warm Welcome Nut Browned Ale
7944,26935,720134,2014-01-11,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,680576,2014-01-06,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,652245,2013-12-28,5.0,74,Warm Welcome Nut Browned Ale
7944,26935,90923,2013-12-16,3.42,74,Warm Welcome Nut Browned Ale
7944,26935,105138,2013-12-13,2.9,74,Warm Welcome Nut Browned Ale
7944,26935,775,2013-12-10,3.59,74,Warm Welcome Nut Browned Ale
7944,26935,47795,2013-12-07,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,674144,2013-12-05,3.25,74,Warm Welcome Nut Browned Ale
7944,26935,686537,2013-11-28,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,761835,2013-11-20,4.0,74,Warm Welcome Nut Browned Ale
7944,26935,21245,2013-08-26,3.0,74,Warm Welcome Nut Browned Ale
7944,26935,4062,2013-07-12,3.0,74,Warm Welcome Nut Browned Ale
7944,26935,479260,2013-07-08,3.46,74,Warm Welcome Nut Browned Ale
7944,26935,251823,2013-05-23,3.75,74,Warm Welcome Nut Browned Ale
7944,26935,698302,2013-03-24,4.0,74,Warm Welcome Nut Browned Ale
7944,26935,695343,2013-03-21,2.0,74,Warm Welcome Nut Browned Ale
7944,26935,692568,2013-03-19,4.0,74,Warm Welcome Nut Browned Ale
7944,26935,721462,2013-03-12,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,671090,2013-02-04,4.11,74,Warm Welcome Nut Browned Ale
7944,26935,209764,2013-01-16,3.33,74,Warm Welcome Nut Browned Ale
7944,26935,195930,2013-01-11,2.25,74,Warm Welcome Nut Browned Ale
7944,26935,657368,2013-01-07,3.75,74,Warm Welcome Nut Browned Ale
7944,26935,306423,2013-01-06,3.0,74,Warm Welcome Nut Browned Ale
7944,26935,501086,2012-12-30,4.0,74,Warm Welcome Nut Browned Ale
7944,26935,332060,2018-03-06,3.41,74,Warm Welcome Nut Browned Ale
7944,26935,1222909,2018-01-03,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,760280,2017-12-28,3.67,74,Warm Welcome Nut Browned Ale
7944,26935,65585,2017-12-08,3.59,74,Warm Welcome Nut Browned Ale
7944,26935,1202198,2017-11-04,4.0,74,Warm Welcome Nut Browned Ale
7944,26935,5708,2017-07-29,3.37,74,Warm Welcome Nut Browned Ale
7944,26935,68995,2017-01-20,3.05,74,Warm Welcome Nut Browned Ale
7944,26935,364,2016-12-24,3.56,74,Warm Welcome Nut Browned Ale
7944,26935,770773,2016-01-11,3.53,74,Warm Welcome Nut Browned Ale
7944,26935,940355,2015-12-27,3.71,74,Warm Welcome Nut Browned Ale
7944,26935,819017,2015-12-26,3.42,74,Warm Welcome Nut Browned Ale
7944,26935,629225,2015-12-22,3.75,74,Warm Welcome Nut Browned Ale
7944,26935,439438,2015-11-29,3.13,74,Warm Welcome Nut Browned Ale
7944,26935,545285,2015-07-22,3.75,74,Warm Welcome Nut Browned Ale
7944,26935,760961,2015-02-28,2.75,74,Warm Welcome Nut Browned Ale
7944,26935,729337,2015-01-27,2.68,74,Warm Welcome Nut Browned Ale
7944,26935,781702,2015-01-09,2.74,74,Warm Welcome Nut Browned Ale
7944,26935,241704,2014-12-23,4.25,74,Warm Welcome Nut Browned Ale
7944,26935,495359,2014-12-21,3.25,74,Warm Welcome Nut Browned Ale
7944,26935,318621,2014-11-11,4.5,74,Warm Welcome Nut Browned Ale
7944,26935,161331,2014-10-09,3.0,74,Warm Welcome Nut Browned Ale
7944,26935,707714,2014-08-31,3.0,74,Warm Welcome Nut Browned Ale
7944,26935,539880,2014-05-22,3.5,74,Warm Welcome Nut Browned Ale
7944,26935,48530,2014-03-20,3.0,74,Warm Welcome Nut Browned Ale
7944,26935,653719,2014-03-05,2.75,74,Warm Welcome Nut Browned Ale
7944,20907,767331,2016-06-03,3.5,101,Santa's Butt
7944,20907,764082,2016-05-27,4.08,101,Santa's Butt
7944,20907,764726,2016-05-05,3.5,101,Santa's Butt
7944,20907,1042574,2016-03-30,4.04,101,Santa's Butt
7944,20907,656814,2016-01-30,3.01,101,Santa's Butt
7944,20907,937328,2016-01-26,3.64,101,Santa's Butt
7944,20907,793861,2016-01-07,3.21,101,Santa's Butt
7944,20907,744514,2016-01-04,3.0,101,Santa's Butt
7944,20907,695854,2015-12-28,3.23,101,Santa's Butt
7944,20907,672399,2015-12-26,2.98,101,Santa's Butt
7944,20907,613117,2015-12-26,3.35,101,Santa's Butt
7944,20907,703342,2015-12-25,3.0,101,Santa's Butt
7944,20907,349304,2015-12-16,3.09,101,Santa's Butt
7944,20907,892085,2015-12-11,3.72,101,Santa's Butt
7944,20907,798054,2015-12-10,3.0,101,Santa's Butt
7944,20907,700333,2015-12-04,3.52,101,Santa's Butt
7944,20907,887567,2015-10-19,3.67,101,Santa's Butt
7944,20907,657810,2015-10-19,2.75,101,Santa's Butt
7944,20907,545285,2015-07-22,4.18,101,Santa's Butt
7944,20907,578607,2015-06-28,3.42,101,Santa's Butt
7944,20907,692955,2015-05-16,3.44,101,Santa's Butt
7944,20907,121146,2015-05-06,3.37,101,Santa's Butt
7944,20907,663290,2015-04-28,3.25,101,Santa's Butt
7944,20907,176683,2015-04-18,3.46,101,Santa's Butt
7944,20907,49467,2015-03-29,3.14,101,Santa's Butt
7944,20907,779746,,3.75,101,Santa's Butt
7944,20907,20005,2018-04-17,3.04,101,Santa's Butt
7944,20907,456300,2018-02-24,3.88,101,Santa's Butt
7944,20907,822032,2018-01-30,3.5,101,Santa's Butt
7944,20907,604237,2018-01-08,5.0,101,Santa's Butt
7944,20907,860438,2018-01-03,3.74,101,Santa's Butt
7944,20907,1222909,2018-01-03,2.5,101,Santa's Butt
7944,20907,707248,2017-12-27,3.59,101,Santa's Butt
7944,20907,760280,2017-12-27,3.52,101,Santa's Butt
7944,20907,1222594,2017-12-25,2.88,101,Santa's Butt
7944,20907,770594,2017-12-25,3.34,101,Santa's Butt
7944,20907,1213986,2017-12-25,2.98,101,Santa's Butt
7944,20907,804682,2017-11-20,3.62,101,Santa's Butt
7944,20907,697017,2017-11-19,4.5,101,Santa's Butt
7944,20907,673685,2017-11-08,3.91,101,Santa's Butt
7944,20907,1202198,2017-11-04,4.0,101,Santa's Butt
7944,20907,5708,2017-07-29,4.06,101,Santa's Butt
7944,20907,435413,2017-02-11,3.53,101,Santa's Butt
7944,20907,1018730,2017-01-20,3.85,101,Santa's Butt
7944,20907,680921,2017-01-12,3.75,101,Santa's Butt
7944,20907,313495,2017-01-07,3.04,101,Santa's Butt
7944,20907,929812,2017-01-06,2.89,101,Santa's Butt
7944,20907,764775,2017-01-02,3.74,101,Santa's Butt
7944,20907,690403,2016-12-27,3.09,101,Santa's Butt
7944,20907,1002275,2016-12-25,3.52,101,Santa's Butt
7944,17796,636322,2011-11-18,4.0,154,Ivanhoe
7944,17796,524986,2011-10-22,2.16,154,Ivanhoe
7944,17796,90923,2011-10-12,3.71,154,Ivanhoe
7944,17796,489156,2011-10-04,3.7,154,Ivanhoe
7944,17796,522501,2011-09-28,3.08,154,Ivanhoe
7944,17796,557249,2011-09-22,3.73,154,Ivanhoe
7944,17796,33328,2011-02-14,4.25,154,Ivanhoe
7944,17796,6554,2010-07-31,3.92,154,Ivanhoe
7944,17796,351205,2010-05-08,4.0,154,Ivanhoe
7944,17796,391342,2010-04-11,3.22,154,Ivanhoe
7944,17796,186652,2010-01-25,3.58,154,Ivanhoe
7944,17796,153371,2009-10-16,4.2,154,Ivanhoe
7944,17796,327194,2009-06-10,4.33,154,Ivanhoe
7944,17796,13103,2009-05-02,4.0,154,Ivanhoe
7944,17796,196314,2009-04-08,4.02,154,Ivanhoe
7944,17796,159528,2009-01-22,3.41,154,Ivanhoe
7944,17796,213198,2008-12-13,3.76,154,Ivanhoe
7944,17796,53566,2008-11-01,3.95,154,Ivanhoe
7944,17796,17215,2008-10-23,2.98,154,Ivanhoe
7944,17796,11474,2008-09-16,3.68,154,Ivanhoe
7944,17796,143052,2008-08-04,3.98,154,Ivanhoe
7944,17796,35961,2008-07-12,3.76,154,Ivanhoe
7944,17796,168510,2008-04-09,3.53,154,Ivanhoe
7944,17796,38323,2007-11-25,3.89,154,Ivanhoe
7944,17796,6284,2007-09-11,3.83,154,Ivanhoe
7944,17796,168208,2017-04-25,3.75,154,Ivanhoe
7944,17796,1191860,2017-03-17,3.39,154,Ivanhoe
7944,17796,760280,2016-12-31,3.52,154,Ivanhoe
7944,17796,65585,2016-02-05,3.66,154,Ivanhoe
7944,17796,657810,2015-10-19,2.75,154,Ivanhoe
7944,17796,560899,2014-11-21,3.25,154,Ivanhoe
7944,17796,504939,2014-09-15,4.0,154,Ivanhoe
7944,17796,807363,2014-07-16,4.0,154,Ivanhoe
7944,17796,539880,2014-05-22,3.75,154,Ivanhoe
7944,17796,113255,2014-04-23,4.57,154,Ivanhoe
7944,17796,164286,2014-04-14,3.75,154,Ivanhoe
7944,17796,707905,2013-08-04,3.75,154,Ivanhoe
7944,17796,4062,2013-07-12,3.0,154,Ivanhoe
7944,17796,102045,2013-05-25,4.0,154,Ivanhoe
7944,17796,643291,2013-05-02,3.5,154,Ivanhoe
7944,17796,640533,2013-05-02,3.5,154,Ivanhoe
7944,17796,728184,2013-04-12,3.35,154,Ivanhoe
7944,17796,657696,2012-12-22,3.75,154,Ivanhoe
7944,17796,665161,2012-12-09,4.0,154,Ivanhoe
7944,17796,105138,2012-10-17,2.62,154,Ivanhoe
7944,17796,657588,2012-10-02,4.0,154,Ivanhoe
7944,17796,613446,2012-03-05,3.0,154,Ivanhoe
7944,17796,95017,2012-03-04,3.63,154,Ivanhoe
7944,17796,659505,2012-02-19,4.0,154,Ivanhoe
7944,17796,41957,2011-11-27,4.0,154,Ivanhoe
7944,23454,707905,2013-08-05,3.75,150,IPA
7944,23454,184925,2013-08-03,3.25,150,IPA
7944,23454,210203,2013-07-24,3.5,150,IPA
7944,23454,244756,2013-07-22,3.75,150,IPA
7944,23454,668510,2013-07-14,3.75,150,IPA
7944,23454,671009,2013-07-04,4.25,150,IPA
7944,23454,715358,2013-04-29,3.25,150,IPA
7944,23454,621904,2013-03-25,3.5,150,IPA
7944,23454,707747,2013-01-23,2.75,150,IPA
7944,23454,317982,2013-01-19,3.75,150,IPA
7944,23454,639460,2012-12-16,3.5,150,IPA
7944,23454,211937,2012-12-16,3.0,150,IPA
