,place,beer,name,ratings,score,style,style_name,style_genre
0,21832,56401,99 Red Baboons,7,3.67,101,English Porter,Porters
1,36639,150782,The Stout Porter,9,3.9,101,English Porter,Porters
2,36639,150781,The Table Porter,2,3.98,101,English Porter,Porters
3,36639,168874,The Three Threads,0,0.0,101,English Porter,Porters
4,33192,105164,03|01 Porter (Original),5,3.92,101,English Porter,Porters
5,33192,161436,03|02 Porter (Liberty),3,3.92,101,English Porter,Porters
6,33192,120196,03|03 Porter (Traditional),12,3.94,101,English Porter,Porters
7,33192,219195,03|05 Porter (Willamette & Centennial),2,3.8,101,English Porter,Porters
8,33192,300845,10l09 Coffee Porter - Beyene,1,4.46,101,English Porter,Porters
9,33192,161471,10|01 Coffee Porter (Brazilian - Ethiopian),0,0.0,101,English Porter,Porters
10,33192,161447,10|02 Coffee Porter (Yirgacheffe Konga),0,0.0,101,English Porter,Porters
11,33192,161448,10|03 Coffee Porter (El Aguila),0,0.0,101,English Porter,Porters
12,33192,207341,10|05 Coffee Porter (San Sebastian),1,4.05,101,English Porter,Porters
13,33192,255983,10|05 Coffee Porter (San Sebastian),1,4.13,101,English Porter,Porters
14,33192,256185,10|06 Coffee Porter (Kamwangi AB),3,3.98,101,English Porter,Porters
15,33192,123195,12|02 Barrel Aged Imperial Porter,0,0.0,101,English Porter,Porters
16,33192,133586,12|04 Barrel Aged Traditional Porter,2,3.95,101,English Porter,Porters
17,16423,52106,Porteresque,4,3.71,101,English Porter,Porters
18,9860,323965,Chiltern Black,0,0.0,101,English Porter,Porters
19,9860,323963,Columbian Coffee Porter,0,0.0,101,English Porter,Porters
20,9860,39740,Lord Lieutenant's Ale (Porter),2,3.58,101,English Porter,Porters
21,33194,150248,Porter,3,4.14,101,English Porter,Porters
22,33194,177345,Vatted Porter,0,0.0,101,English Porter,Porters
23,5050,103375,Porterbel,2,4.0,101,English Porter,Porters
24,323,10810,All Black,0,0.0,101,English Porter,Porters
25,323,42248,Old Engine Oil (Cask 4.5%),5,4.24,101,English Porter,Porters
26,323,126381,Old Engine Oil - Calvados Barrel Aged (Zymatore Project),1,2.72,101,English Porter,Porters
27,323,84563,Old Engine Oil - Grenache Barrel Aged (Zymatore Project),18,4.24,101,English Porter,Porters
28,323,875,Old Engine Oil Black Ale,1804,4.14,101,English Porter,Porters
29,323,77058,Old Engine Oil Engineer's Reserve Blackest Ale,336,4.23,101,English Porter,Porters
30,323,13788,Old Engine Oil Special Reserve (Aged In Malt Whiskey Casks),201,3.87,101,English Porter,Porters
31,323,241321,Raspy Engine,22,3.73,101,English Porter,Porters
32,323,88945,Tesco Finest Traditional Porter,2,4.28,101,English Porter,Porters
33,323,74023,Traditional Porter,4,3.83,101,English Porter,Porters
34,1108,176032,Rascal,24,3.81,101,English Porter,Porters
35,31651,104254,Export Porter,1,4.0,101,English Porter,Porters
36,31651,100737,Smoked Porter,2,3.91,101,English Porter,Porters
37,10645,39894,Old Smoky,2,3.63,101,English Porter,Porters
38,52946,361774,Pints of Peace,0,0.0,101,English Porter,Porters
39,52946,361794,Smokin’ Joe,0,0.0,101,English Porter,Porters
40,282,771,Entire Butt English Porter,231,3.89,101,English Porter,Porters
41,50155,296993,Porter's Pit,1,3.75,101,English Porter,Porters
42,42027,223719,Black Pig,1,3.68,101,English Porter,Porters
43,45950,378113,Puolukka Lingonberry Porter,1,3.63,101,English Porter,Porters
44,12566,42998,Cherry Porter,1,4.2,101,English Porter,Porters
45,44099,212528,Mr. M's Porter,2,3.88,101,English Porter,Porters
46,37154,171899,Dark Alchemy,3,3.98,101,English Porter,Porters
47,37154,185909,Darker Alchemy,2,4.48,101,English Porter,Porters
48,36376,169838,Curiouser And Curiouser,1,3.25,101,English Porter,Porters
49,1503,36389,Hambleton Black Lightning,3,4.11,101,English Porter,Porters
50,1503,4753,Hambleton Nightmare (Extra Stout Porter),78,3.92,101,English Porter,Porters
51,1503,41252,Hambleton Nightmare (Yorkshire Porter),48,3.73,101,English Porter,Porters
52,3411,322028,Carved in Fire,0,0.0,101,English Porter,Porters
53,3411,94393,Zombier,12,3.82,101,English Porter,Porters
54,12272,36547,Postman's Knock No. 3,26,3.71,101,English Porter,Porters
55,12272,262059,Postman's Plum Porter,1,4.19,101,English Porter,Porters
56,37167,247561,Pothole Porter,2,3.6,101,English Porter,Porters
57,13299,173746,Night Watch Porter,1,3.57,101,English Porter,Porters
58,29502,115645,No 11 Black IPA,1,4.25,101,English Porter,Porters
59,36381,212978,Chipotle Porter,0,0.0,101,English Porter,Porters
60,36381,157565,Doozy Porter,0,0.0,101,English Porter,Porters
61,53313,361543,Porter,0,0.0,101,English Porter,Porters
62,28631,79890,Black Fox Porter,2,4.11,101,English Porter,Porters
63,11743,78579,Pinnacle Porter,4,3.72,101,English Porter,Porters
64,28387,107898,Cheerless,1,3.25,101,English Porter,Porters
65,31180,310267,Porter,1,3.84,101,English Porter,Porters
66,9072,370255,Luggage Porter,0,0.0,101,English Porter,Porters
67,33351,216430,Smokin' Gun,1,3.89,101,English Porter,Porters
68,37484,159915,Choc & Nut Porter,0,0.0,101,English Porter,Porters
69,37484,144349,Coconut Porter,0,0.0,101,English Porter,Porters
70,37484,159909,Smoked Porter,0,0.0,101,English Porter,Porters
71,37484,159912,The Alpha Project Datin Porter,0,0.0,101,English Porter,Porters
72,13392,57436,Bottle Wreck Porter,3,3.81,101,English Porter,Porters
73,33897,110753,Gunners Porter,1,3.63,101,English Porter,Porters
74,33897,346042,Vanilla Chocolate Porter,0,0.0,101,English Porter,Porters
75,33897,346040,Woody Barrelson,0,0.0,101,English Porter,Porters
76,12559,58219,Humpty Dumpty Porter,2,3.75,101,English Porter,Porters
77,31691,120244,Edwins Ruby Porter,1,3.64,101,English Porter,Porters
78,13892,30611,Hertfordshire Honey Porter,0,0.0,101,English Porter,Porters
79,13892,74627,London Porter,2,4.06,101,English Porter,Porters
80,294,97368,Yorkshire Blackout,10,4.14,101,English Porter,Porters
81,42842,287758,Centennial,1,3.78,101,English Porter,Porters
82,36908,218319,Northern Porter,2,3.74,101,English Porter,Porters
83,11326,23424,Bowland Pendle Porter,1,3.41,101,English Porter,Porters
84,46311,238279,Bolsters Blood,1,3.91,101,English Porter,Porters
85,52892,362038,Dark Side Of The Wight,0,0.0,101,English Porter,Porters
86,2449,211638,Daleside Porter,1,4.25,101,English Porter,Porters
87,26690,72708,Black Jack Porter,2,3.42,101,English Porter,Porters
88,44590,278142,Inspector Remorse,1,4.25,101,English Porter,Porters
89,9220,70284,Brodie's Prime,11,3.93,101,English Porter,Porters
90,9220,188781,Tonka,2,4.25,101,English Porter,Porters
91,52235,377383,Piccadilly Porter,1,3.71,101,English Porter,Porters
92,13030,27957,Porter,1,4.47,101,English Porter,Porters
93,7764,39829,Piston Porter,2,4.08,101,English Porter,Porters
94,15669,42588,Hazelnut And Coffee Porter,11,3.74,101,English Porter,Porters
95,28772,170065,Ghost Town,3,3.72,101,English Porter,Porters
96,29176,95201,Clash London Porter,5,3.76,101,English Porter,Porters
97,11272,156876,Double Chocolate Porter,2,3.12,101,English Porter,Porters
98,11272,226671,Sherpa Porter,0,0.0,101,English Porter,Porters
99,37857,297901,Heavy Metal,0,0.0,101,English Porter,Porters
100,49072,280105,Kitchen Porter,1,3.55,101,English Porter,Porters
101,49685,366426,Brown's Porter,1,3.84,101,English Porter,Porters
102,28117,158625,Indian Porter,0,0.0,101,English Porter,Porters
103,41503,318201,Any Porter in a Storm,1,4.17,101,English Porter,Porters
104,4888,62749,Porter,2,3.46,101,English Porter,Porters
105,3049,7282,Original Flag Porter 1825,98,3.82,101,English Porter,Porters
106,3049,118776,Plum Porter,2,3.24,101,English Porter,Porters
107,36066,259100,Smoked Porter,1,3.11,101,English Porter,Porters
108,19318,47858,Henley Dark,3,3.79,101,English Porter,Porters
109,19318,57449,Lovibonds Dark Reserve No 1,5,4.47,101,English Porter,Porters
110,19318,119538,Lovibonds Dark Reserve No 3,2,1.25,101,English Porter,Porters
111,6695,107497,Marston's Albion Porter,2,3.64,101,English Porter,Porters
112,27289,91452,Black Band Porter,6,3.88,101,English Porter,Porters
113,42840,197532,Turuma,1,3.93,101,English Porter,Porters
114,32009,347300,Derailed,1,4.05,101,English Porter,Porters
115,32009,125916,Railway Porter,24,3.87,101,English Porter,Porters
116,32009,104247,Trial Brew - London Porter,2,3.84,101,English Porter,Porters
117,26623,316778,Dairyfreak,5,3.6,101,English Porter,Porters
118,26623,359088,Off-Grid:Hoppy Porter,1,4.08,101,English Porter,Porters
119,26623,174498,Punchline Chipotle Porter,2,3.58,101,English Porter,Porters
120,51619,327648,Phoenix Porter,0,0.0,101,English Porter,Porters
121,159,7897,Burton Porter,38,3.35,101,English Porter,Porters
122,159,24139,Damson Porter,4,3.52,101,English Porter,Porters
123,159,40332,Festive Christmas Porter,3,3.24,101,English Porter,Porters
124,8984,28724,Knoll Street Porter,1,4.25,101,English Porter,Porters
125,27020,335210,Barrel Aged Amarone Imperial Porter,1,4.06,101,English Porter,Porters
126,27020,313011,Bristol Porter,1,3.99,101,English Porter,Porters
127,27020,330764,Choc-A-Block Coco Choc,1,4.39,101,English Porter,Porters
128,27020,97448,Summer Porter,1,3.93,101,English Porter,Porters
129,42832,197493,Peterloo Porter,0,0.0,101,English Porter,Porters
130,49379,285502,Cross Borders Porter,4,3.54,101,English Porter,Porters
131,15661,147266,Dashingly Dark,2,4.31,101,English Porter,Porters
132,16418,121637,Porter,3,3.78,101,English Porter,Porters
133,47784,260989,Original Porter,1,3.75,101,English Porter,Porters
134,3091,56123,Marks And Spencer Cheshire Chocolate Porter,13,3.49,101,English Porter,Porters
135,4887,12481,1872 Porter,15,4.1,101,English Porter,Porters
136,3364,119423,Beer Studio Dark Odyssey,1,3.5,101,English Porter,Porters
137,427,1272,Albion Porter,2,4.13,101,English Porter,Porters
138,13092,159414,06 Porter,2,3.37,101,English Porter,Porters
139,28630,167552,Notting Hill Porter,1,3.99,101,English Porter,Porters
140,33759,260893,Bible Black,1,4.06,101,English Porter,Porters
141,23394,81374,Marks & Spencer Chocolate Porter,4,3.82,101,English Porter,Porters
142,23394,230439,Trooper Red 'n' Black Porter,79,3.66,101,English Porter,Porters
143,34173,122166,Market Porter,6,3.34,101,English Porter,Porters
144,34173,137957,Night Boat,9,3.61,101,English Porter,Porters
145,28752,185038,Elemental,10,3.78,101,English Porter,Porters
146,52310,362062,Fragile X,0,0.0,101,English Porter,Porters
147,24244,79981,Powerhouse Porter,14,3.54,101,English Porter,Porters
148,42810,200449,Black Bull,1,3.9,101,English Porter,Porters
149,49512,380414,Tiley's / Mills - Vatted Porter - Still,1,3.25,101,English Porter,Porters
150,10641,100996,London Velvet,9,3.28,101,English Porter,Porters
151,12142,43168,Midnight Sun,161,3.91,101,English Porter,Porters
152,12142,26603,Williams Black,27,3.57,101,English Porter,Porters
153,38151,151083,Dark Wave Porter,0,0.0,101,English Porter,Porters
154,46856,263833,Viking DNA,4,3.67,101,English Porter,Porters
155,25931,154360,Rabbie's Porter,2,3.23,101,English Porter,Porters
156,31278,108528,Damson Porter,2,3.79,101,English Porter,Porters
157,31278,167016,Victorian Porter,2,3.13,101,English Porter,Porters
158,7109,110763,Mrs. Simpson's Thriller,1,4.39,101,English Porter,Porters
159,3508,70168,Butcombe Old Vic Porter,2,4.26,101,English Porter,Porters
160,15882,141230,Black Boar,1,3.25,101,English Porter,Porters
161,8802,39314,Telford Porter,2,3.8,101,English Porter,Porters
162,15196,34236,Arminius,0,0.0,101,English Porter,Porters
163,2600,98891,Vanilla Porter,1,3.85,101,English Porter,Porters
164,50786,325109,Paul's Porter (Flavourly 03),1,3.49,101,English Porter,Porters
165,21113,138409,Big Big Train,0,0.0,101,English Porter,Porters
166,21113,207298,Brewers Blizzard,1,3.61,101,English Porter,Porters
167,21113,56554,Funnel Blower,78,3.74,101,English Porter,Porters
168,21113,103053,Steam Porter,3,3.73,101,English Porter,Porters
169,3363,20465,Iceni Thomas Paine Porter,1,3.57,101,English Porter,Porters
170,39381,161618,Hank Schrader's Coconut & Cardoman Porter,0,0.0,101,English Porter,Porters
171,42104,239193,Nightshade,0,0.0,101,English Porter,Porters
172,42104,214664,Petersham Porter,1,4.13,101,English Porter,Porters
173,3435,9119,Mash Chocolate Porter,1,1.18,101,English Porter,Porters
174,43712,216785,Dark Knight,1,3.51,101,English Porter,Porters
175,43712,212192,Smoke House,2,3.59,101,English Porter,Porters
176,13029,372862,coco cocoa,1,3.98,101,English Porter,Porters
177,13029,157993,Cocoa Wonderland,36,3.95,101,English Porter,Porters
178,13029,73434,Evenlode,2,4.07,101,English Porter,Porters
179,13029,104311,Kacho,4,3.94,101,English Porter,Porters
180,46850,281399,Black Forest,2,3.63,101,English Porter,Porters
181,33035,240103,Belgian Honey Porter,1,3.39,101,English Porter,Porters
182,2764,41947,Black Friar,1,3.4,101,English Porter,Porters
183,2573,158586,Railway Porter,0,0.0,101,English Porter,Porters
184,13161,28398,Sir Roger's Porter,1,3.5,101,English Porter,Porters
185,3377,27101,Grand Union Honey Porter,3,4.23,101,English Porter,Porters
186,14240,33918,Chocolate Frog,0,0.0,101,English Porter,Porters
187,50833,326635,Smokey Joe Porter,0,0.0,101,English Porter,Porters
188,21109,52813,North Star Porter,1,4.2,101,English Porter,Porters
189,18,20258,Slaughter Porter,0,0.0,101,English Porter,Porters
190,577,171923,Black Cuillin,1,3.27,101,English Porter,Porters
191,13713,89414,The Hotel Porter,1,3.88,101,English Porter,Porters
192,6394,30930,"""Little John's Myth"" Robust Porter",1,4.3,101,English Porter,Porters
193,27290,145571,Off Kilter Porter,1,4.04,101,English Porter,Porters
194,44724,243753,Full Fathom 5,4,3.91,101,English Porter,Porters
195,49384,286188,Glasgow Porter,0,0.0,101,English Porter,Porters
196,42839,278254,Black Moor,1,3.15,101,English Porter,Porters
197,8742,70256,Drop O' The Black Stuff,1,3.88,101,English Porter,Porters
198,10861,346228,Seven Souls,3,3.61,101,English Porter,Porters
199,113,60690,Strong Porter,3,3.95,101,English Porter,Porters
200,113,572,Taddy Porter,3163,4.17,101,English Porter,Porters
201,43704,209419,Black Bank Porter,0,0.0,101,English Porter,Porters
202,40870,175769,Wooha Porter,9,3.49,101,English Porter,Porters
203,16315,76095,Christmas Porter,16,3.53,101,English Porter,Porters
204,27080,244984,Capital Porter,2,3.88,101,English Porter,Porters
205,27080,85744,Papua Coffee Porter,1,3.95,101,English Porter,Porters
206,30946,189315,Underworld,1,3.87,101,English Porter,Porters
207,45758,232102,Full Moon Porter,0,0.0,101,English Porter,Porters
208,8546,79413,Tavern Porter,11,3.5,101,English Porter,Porters
209,30046,165415,Festival Dark Horse,0,0.0,101,English Porter,Porters
210,24247,321117,Fireside,1,4.32,101,English Porter,Porters
211,13699,45388,Island Monkeys,1,4.15,101,English Porter,Porters
212,24133,64202,Robust Porter,1,4.23,101,English Porter,Porters
213,12270,87367,Spot O Bother,1,4.14,101,English Porter,Porters
214,20789,153862,"Hung, Drawn 'n' Portered",3,3.62,101,English Porter,Porters
215,20789,53006,Smoked Maple Porter,1,2.6,101,English Porter,Porters
216,9051,91038,Amoor,13,3.45,101,English Porter,Porters
217,9051,173389,B-Moor,4,3.74,101,English Porter,Porters
218,9051,256430,Last Minute,3,3.79,101,English Porter,Porters
219,3366,23564,10th Great British Beer Festival Anniversary Ale,1,4.09,101,English Porter,Porters
220,3366,13298,Pitfield 1850 London Porter,5,3.06,101,English Porter,Porters
221,37190,237038,Porter,1,3.62,101,English Porter,Porters
222,38224,241946,Madagascan Vanilla Porter,2,3.64,101,English Porter,Porters
223,16324,60269,Orkney Porter,22,4.12,101,English Porter,Porters
224,31621,148989,Seggie Porter,2,3.65,101,English Porter,Porters
225,31222,317458,Oxford Porter,1,3.73,101,English Porter,Porters
226,664,36917,Wells Bombardier Satanic Mills,14,4.03,101,English Porter,Porters
227,3593,30653,Finn's Hall Porter,3,3.12,101,English Porter,Porters
228,11394,44297,Blackguard Porter,3,3.86,101,English Porter,Porters
229,11394,79880,Jet Black,1,3.82,101,English Porter,Porters
230,13454,29087,Captain Cook Black Porter,0,0.0,101,English Porter,Porters
231,34188,165396,Charter Porter,0,0.0,101,English Porter,Porters
232,34188,165397,The Plant,0,0.0,101,English Porter,Porters
233,34393,119840,Black Out XO,1,4.24,101,English Porter,Porters
234,25384,71029,Hopshackle Historic Porter,2,3.68,101,English Porter,Porters
235,22430,196149,Whiskey Oaked Bramling Porter,1,4.05,101,English Porter,Porters
236,51681,335694,Lapsang Porter,1,4.02,101,English Porter,Porters
237,5164,33279,Peggotty's Porter,1,3.63,101,English Porter,Porters
238,5058,91707,Londinium,4,3.97,101,English Porter,Porters
239,35528,308251,East India Porter,1,3.93,101,English Porter,Porters
240,32635,150033,Smokehouse Porter,2,3.92,101,English Porter,Porters
241,27127,93459,Penpont Porter,3,4.1,101,English Porter,Porters
242,37173,252801,Dandelion & Burdock Porter,1,4.73,101,English Porter,Porters
243,10498,21031,Knocker Up,1,3.58,101,English Porter,Porters
244,52855,379021,Inglenook,1,4.03,101,English Porter,Porters
245,1390,4067,Old Growler,197,3.82,101,English Porter,Porters
246,3415,22898,Knight Porter,2,4.2,101,English Porter,Porters
247,40551,243838,Peterloo,1,4.28,101,English Porter,Porters
248,40551,335900,Peterloo : Wood Cask,1,4.38,101,English Porter,Porters
249,3393,366717,Double Hit Cold Brewed Coffee Porter,2,3.81,101,English Porter,Porters
250,25434,352021,BA Imperial Porter W/ Coffee Beans & Vanilla,1,3.75,101,English Porter,Porters
251,25434,256186,Buxton / Way Beer Brazilian Banana Sultana,5,3.93,101,English Porter,Porters
252,25434,227664,Extra Porter (Guatemalan Coffee),23,4.08,101,English Porter,Porters
253,33762,135086,Croydon Community Porter,0,0.0,101,English Porter,Porters
254,37248,162024,St. David's Day Coal Face,1,3.75,101,English Porter,Porters
255,29717,84650,Dockside Dark,2,3.95,101,English Porter,Porters
256,47355,253266,As The Deer Pants,1,4.15,101,English Porter,Porters
257,42945,317741,Starstruck,1,4.17,101,English Porter,Porters
258,42945,295782,The Favourite,1,3.81,101,English Porter,Porters
259,3404,33879,Celtic Black Ale,4,2.98,101,English Porter,Porters
260,53285,361531,Honey Porter,0,0.0,101,English Porter,Porters
261,27808,114197,Black Path Porter,2,3.38,101,English Porter,Porters
262,16419,106795,Brutos Porter,2,3.7,101,English Porter,Porters
263,109,75560,Pendle Porter,1,3.41,101,English Porter,Porters
264,34243,284490,Miss Scarlet's Revolver (Rogue Range),1,3.71,101,English Porter,Porters
265,29175,208049,Girls Just Want To Have Plum,1,2.7,101,English Porter,Porters
266,29175,170084,Mocha Porter,5,3.37,101,English Porter,Porters
267,33420,165340,Black Pig,0,0.0,101,English Porter,Porters
268,13816,30339,Wensleydale Porter,2,2.97,101,English Porter,Porters
269,27122,76938,Old Hag,2,4.5,101,English Porter,Porters
270,51576,370259,Moo Moo,0,0.0,101,English Porter,Porters
271,801,99884,Brains Craft Brewery A-Pork-Alypse,1,3.77,101,English Porter,Porters
272,801,88775,Brains Craft Brewery The Shy Porter,1,3.36,101,English Porter,Porters
273,801,147236,Cafe Phoenix,1,4.25,101,English Porter,Porters
274,801,376552,Dark Matters,2,3.81,101,English Porter,Porters
275,801,230331,Spill The Beans,7,3.64,101,English Porter,Porters
276,28773,105601,Lambeth Walk,8,3.4,101,English Porter,Porters
277,28658,246537,Hotel Chocolat Dark Cocoa Beer,4,3.42,101,English Porter,Porters
278,8535,82426,Tetley's Trust Porter,1,4.0,101,English Porter,Porters
279,39568,165438,Black Jake,1,3.82,101,English Porter,Porters
280,7898,106488,Art Of Darkness,4,4.13,101,English Porter,Porters
281,7898,51339,ESPRESSO Superior Coffee Beer,19,3.52,101,English Porter,Porters
282,7898,27987,SS 8000,1,4.0,101,English Porter,Porters
283,48500,270989,Jackdaw Porter,2,3.82,101,English Porter,Porters
284,38882,245070,Moonstruck Porter,0,0.0,101,English Porter,Porters
285,12865,166098,Scoundrel,3,3.44,101,English Porter,Porters
286,31221,335822,Coldblooded,1,3.94,101,English Porter,Porters
287,31221,315643,Sheltered Spirit,4,4.22,101,English Porter,Porters
288,27945,77026,Street Light Porter,3,3.72,101,English Porter,Porters
289,160,6525,Black Wych,205,3.69,101,English Porter,Porters
290,40053,334482,Bounty Hunter,0,0.0,101,English Porter,Porters
291,30938,168709,Christmas Chaos,1,3.0,101,English Porter,Porters
292,7092,228318,Smokehouse Porter,1,4.05,101,English Porter,Porters
293,7092,138826,Sussex Dark,1,4.25,101,English Porter,Porters
294,3414,27930,Molly Malone's Porter,1,3.38,101,English Porter,Porters
295,24073,233444,Brownian Motion,1,3.64,101,English Porter,Porters
296,24073,72577,Dark Energy,7,3.8,101,English Porter,Porters
297,203,162862,Suffolk Porter ,1,4.1,101,English Porter,Porters
298,51695,327624,Plump Penguin,0,0.0,101,English Porter,Porters
299,14002,302938,Honey Porter,1,3.94,101,English Porter,Porters
300,46024,295226,Black Ven,1,3.74,101,English Porter,Porters
301,6902,45599,Gadd's DogBolter Porter,5,3.79,101,English Porter,Porters
302,32379,98820,Builders,1,3.88,101,English Porter,Porters
303,32379,102114,Street Porter,7,3.94,101,English Porter,Porters
304,7944,64112,Querkus Smoked Oaked Porter,63,3.63,101,English Porter,Porters
305,7944,20907,Santa's Butt,478,3.4,101,English Porter,Porters
306,138,26897,ASDA Whitechapel Porter,18,3.5,101,English Porter,Porters
307,138,68762,London Porter (for Sainsbury's Taste The Difference),24,3.41,101,English Porter,Porters
308,138,196348,Red Sails Cherry Porter,1,3.58,101,English Porter,Porters
309,14241,236050,Silent Night,1,3.69,101,English Porter,Porters
310,48099,342651,Dare I Say,0,0.0,101,English Porter,Porters
311,48099,279206,Hokum Stomp,6,4.09,101,English Porter,Porters
312,48099,342677,This Ain't My First Rodeo,0,0.0,101,English Porter,Porters
313,15422,111291,Harry Porter,1,3.9,101,English Porter,Porters
314,29967,315640,Imperial Puft,9,4.0,101,English Porter,Porters
315,29967,93521,The Vader Shuffle,2,3.61,101,English Porter,Porters
316,31060,123208,Chilli Plum Porter,3,3.42,101,English Porter,Porters
317,10193,28720,Eclipse,1,3.77,101,English Porter,Porters
318,35283,125505,Blackbeerd Porter,1,3.0,101,English Porter,Porters
319,30942,120726,Dark Seam,1,3.96,101,English Porter,Porters
320,10155,24181,Acorn Old Moor Porter,11,3.86,101,English Porter,Porters
321,17213,119114,Anastasia's Smoked Porter,1,4.0,101,English Porter,Porters
322,7036,90176,Stilton Porter,1,4.52,101,English Porter,Porters
323,35566,127265,Brazilian,3,4.43,101,English Porter,Porters
324,30948,216777,Porter,2,3.5,101,English Porter,Porters
325,36583,137190,India Export Porter,5,4.35,101,English Porter,Porters
326,45238,231498,Black Eyed Porter,1,3.55,101,English Porter,Porters
327,38547,154963,Lough Erne Porter,2,3.22,101,English Porter,Porters
328,41210,178994,Stranded Bunny Porter,4,3.96,101,English Porter,Porters
329,48676,317098,Export India Export,1,3.75,101,English Porter,Porters
330,47761,267245,Robust English Porter,1,4.0,101,English Porter,Porters
331,6560,122198,Barbastelle,2,4.0,101,English Porter,Porters
332,50019,326714,Owl Porter,0,0.0,101,English Porter,Porters
333,13456,29092,Malton Pickwick's Porter,0,0.0,101,English Porter,Porters
334,11437,61773,Deep Dark Secret,2,4.16,101,English Porter,Porters
335,45563,245344,Oblivion,0,0.0,101,English Porter,Porters
336,21433,103057,Totty Pot Dark Porter,3,3.81,101,English Porter,Porters
337,935,14563,Original Flag Porter,274,3.84,101,English Porter,Porters
338,50277,326707,Coal Porter,0,0.0,101,English Porter,Porters
339,11959,45471,Black Knight,1,2.54,101,English Porter,Porters
340,807,12734,Batemans Salem Porter,7,4.14,101,English Porter,Porters
341,807,14299,Dark Lord,42,3.53,101,English Porter,Porters
342,807,70931,Mr. George's Ruby Porter,27,3.67,101,English Porter,Porters
343,8560,30575,Curious Brew Admiral Porter,3,3.41,101,English Porter,Porters
344,8560,79732,Curious Porter,12,3.69,101,English Porter,Porters
345,1303,221480,Purple Panther Porter,6,3.4,101,English Porter,Porters
346,27980,305710,Smokestack Porter,1,3.91,101,English Porter,Porters
347,35989,327179,Dark Neapolitan - Ice Cream Porter,2,3.96,101,English Porter,Porters
348,35989,141391,Export Porter,1,4.0,101,English Porter,Porters
349,35989,261521,Festive Star Xmas Mocha Porter,2,3.53,101,English Porter,Porters
350,35989,283191,Northern Monk / Against The Grain Smokin' Bees,1,3.77,101,English Porter,Porters
351,35989,251419,Northern Monk Patrons Project 1.01,3,4.26,101,English Porter,Porters
352,35989,251422,Northern Monk Patrons Project 1.02,4,4.15,101,English Porter,Porters
353,35989,333455,Northern Monk Patrons Project 10.01 Muscovado and Oak Porter,1,4.49,101,English Porter,Porters
354,35989,304795,Northern Monk/Bissell Brothers Patrons Project 5.03,3,3.86,101,English Porter,Porters
355,35989,371559,Northern Monk/Home Patrons Project 10.03 Culinary Concepts,1,4.0,101,English Porter,Porters
356,35989,170709,Northern Star Mocha Porter,29,3.91,101,English Porter,Porters
357,35989,257874,With De Molen Trilogy 2006 Malt Imperial Porter,2,4.4,101,English Porter,Porters
358,10460,56914,Chocolate Marble,17,3.87,101,English Porter,Porters
359,10460,70238,McKenna's Reprise Porter,1,4.53,101,English Porter,Porters
360,41873,196295,Gunpowder Rat,1,3.7,101,English Porter,Porters
361,49511,326910,Slippery Slope,0,0.0,101,English Porter,Porters
362,11402,58060,Churchyard Bob,0,0.0,101,English Porter,Porters
363,11402,291181,Two Castles Porter,1,3.65,101,English Porter,Porters
364,10191,151013,Chocolate And Vanilla Porter,1,3.58,101,English Porter,Porters
365,36067,198586,Witch Hunt,1,2.52,101,English Porter,Porters
366,1417,286981,Wooly Jumper,1,3.75,101,English Porter,Porters
367,779,255624,Adnams Sloe Porter,1,3.79,101,English Porter,Porters
368,779,266042,Marks And Spencer Flat White Porter,3,3.81,101,English Porter,Porters
369,47384,253685,London Porter,1,3.75,101,English Porter,Porters
370,49007,329575,Stave,1,3.38,101,English Porter,Porters
371,71,322487,Fuller's Damson Porter,2,3.4,101,English Porter,Porters
372,71,221,Fuller's London Porter,2741,4.19,101,English Porter,Porters
373,71,310043,Fullers & Friends Peat Souper,14,3.93,101,English Porter,Porters
374,50657,326689,Brighton Blend,0,0.0,101,English Porter,Porters
375,5253,219318,Bildeston Porter,0,0.0,101,English Porter,Porters
376,36014,202931,Hospital Porter,0,0.0,101,English Porter,Porters
377,25955,84179,Teleporter,11,3.63,101,English Porter,Porters
378,25955,99313,Warthog Porter,2,3.55,101,English Porter,Porters
379,52108,334587,Filthy Rich,2,4.0,101,English Porter,Porters
380,29174,144039,Porter,3,3.98,101,English Porter,Porters
381,29174,246362,Treason,1,3.61,101,English Porter,Porters
382,6577,84281,Morrisons Hedgerow Porter,2,3.68,101,English Porter,Porters
383,6577,42247,Titanic Last Porter Call,1,3.98,101,English Porter,Porters
384,6577,77421,Titanic Plum Porter,34,3.94,101,English Porter,Porters
385,6577,309378,Titanic Plum porter Grand Reserve,1,4.1,101,English Porter,Porters
386,1653,17386,Station Porter,12,3.48,101,English Porter,Porters
387,10453,350485,Macchiato,1,2.07,101,English Porter,Porters
388,53549,361321,Porter,0,0.0,101,English Porter,Porters
389,30116,98852,Bad Kitty,3,3.74,101,English Porter,Porters
390,30116,170787,Black Forest,1,3.89,101,English Porter,Porters
391,34596,128153,Plum Porter,1,3.5,101,English Porter,Porters
392,41874,206905,Ho Ho Ho,1,4.16,101,English Porter,Porters
393,31902,154787,Black Santa,1,3.71,101,English Porter,Porters
394,10272,318894,Innis & Gunn Bourbon Barrel Porter,13,3.68,101,English Porter,Porters
395,10272,86569,Innis & Gunn Winter Beer 2012,136,3.68,101,English Porter,Porters
